Mean 	2.321842				
Latitude 	48.6536				
Constituent 	 freq 	 amp (m) 	 amp error 	 phase (deg PST) 	 phase error 
K1   	0.041781	0.766651	0.004153	160.323268	0.362081
M2   	0.080511	0.61271	0.002043	141.328212	0.178965
O1   	0.038731	0.432324	0.004113	147.079027	0.597769
P1   	0.041553	0.24036	0.005921	160.60153	1.156686
S2   	0.083333	0.151062	0.001811	158.23765	0.709386
N2   	0.078999	0.130714	0.001922	116.81177	0.850515
Q1   	0.037219	0.071418	0.004447	143.588685	3.447313
SA   	0.000114	0.057948	0.030905	35.447094	28.731238
J1   	0.043293	0.049444	0.004823	179.872111	5.086402
MM   	0.001512	0.049298	0.027574	259.793278	34.48743
S1   	0.041667	0.041843	0.006995	135.648624	9.579236
K2   	0.083561	0.039518	0.001464	158.575294	1.757864
OO1  	0.044831	0.028226	0.002751	199.559281	6.007822
NO1  	0.040269	0.028128	0.004359	156.147783	10.016968
NU2  	0.079202	0.025778	0.002012	120.437422	4.571269
MF   	0.00305	0.024636	0.025426	145.959593	69.922868
2N2  	0.077487	0.023634	0.002176	112.084777	5.764906
MU2  	0.077689	0.022358	0.002031	39.637733	4.86368
SSA  	0.000228	0.01932	0.026488	211.188811	88.380565
RHO1 	0.037421	0.018727	0.00403	157.802392	12.192285
L2   	0.082024	0.017561	0.001872	196.16901	5.381459
MSM  	0.00131	0.017364	0.026751	45.223888	96.025303
SO1  	0.044603	0.017177	0.003835	277.477095	12.660894
PHI1 	0.042009	0.016469	0.005203	187.47965	18.361989
TAU1 	0.038959	0.015183	0.006401	270.025971	20.610108
PI1  	0.041439	0.014975	0.004771	162.020288	21.102518
MO3  	0.119242	0.013592	0.001658	16.042741	7.532928
MSF  	0.002822	0.01322	0.022619	273.540908	119.982065
SIG1 	0.035909	0.013186	0.003782	181.221533	18.814511
M4   	0.161023	0.012942	0.001205	18.025389	5.630411
MK3  	0.122292	0.012584	0.001671	16.848282	7.932239
PSI1 	0.041895	0.011611	0.004567	149.061016	21.040423
2Q1  	0.035706	0.011596	0.004319	128.355051	20.437709
H1   	0.080397	0.01042	0.001978	328.707155	11.014775
T2   	0.083219	0.010356	0.002165	154.189399	9.922649
LDA2 	0.081821	0.009753	0.002086	189.661265	13.073554
MS4  	0.163845	0.008159	0.001258	22.917279	10.198457
BET1 	0.04004	0.006436	0.00397	102.926017	34.900427
H2   	0.080625	0.005889	0.001938	216.547161	19.561269
SO3  	0.122064	0.005645	0.001582	36.759087	15.320114
MN4  	0.159511	0.005598	0.001257	353.227526	12.581715
UPS1 	0.046343	0.005455	0.002758	230.028361	30.419765
MKS2 	0.08074	0.004682	0.00142	272.775474	19.161207
OQ2  	0.075975	0.004579	0.002095	112.118274	31.598078
2MK5 	0.202804	0.004268	0.001945	100.434861	26.765585
EPS2 	0.076177	0.003728	0.002127	351.871967	31.823227
ALP1 	0.034397	0.003637	0.004069	174.081681	73.454094
THE1 	0.043091	0.003622	0.0039	140.620854	76.972456
SK3  	0.125114	0.003616	0.001591	60.242073	26.865408
M3   	0.120767	0.003524	0.001872	116.665138	31.7903
ETA2 	0.085074	0.002794	0.001501	164.170949	29.70925
M6   	0.241534	0.002781	0.001023	65.391105	21.712812
MSN2 	0.084845	0.002605	0.002083	85.031114	49.012457
2MK6 	0.244584	0.002509	0.00076	107.966493	17.552773
CHI1 	0.040471	0.002458	0.003494	185.065042	90.229925
2MS6 	0.244356	0.002352	0.001039	85.243345	20.172564
S4   	0.166667	0.002067	0.001204	10.39997	31.485142
R2   	0.083447	0.001896	0.001498	148.341403	57.043399
SK4  	0.166895	0.001695	0.000798	90.916553	32.578089
SN4  	0.162333	0.001375	0.00112	0.970912	61.157248
MK4  	0.164073	0.001312	0.000843	34.941911	44.06529
2SK5 	0.208447	0.000874	0.001494	349.202667	99.81749
MSK6 	0.247406	0.000855	0.00064	108.137081	42.54485
2MN6 	0.240022	0.000783	0.000832	334.313052	74.245891
2SM6 	0.247178	0.000761	0.000776	28.035496	77.051331
M8   	0.322046	0.000454	0.000542	62.728614	68.287522
3MK7 	0.283315	0.000413	0.00071	359.951597	111.913923
